,user_id,first_order_time,first_order_price,age_month,city_num,platform_num,model_num,app_num,login_day,login_diff_time,distance_day,login_time,launch_time,chinese_subscribe_num,math_subscribe_num,add_friend,add_group,camp_num,learn_num,finish_num,study_num,coupon,course_order_num,main_home,main_home2,mainpage,schoolreportpage,main_mime,lightcoursetab,main_learnpark,partnergamebarrierspage,evaulationcenter,coupon_visit,click_buy,progress_bar,ppt,task,video_play,video_read,next_nize,answer_task,chapter_module,course_tab,slide_subscribe,baby_info,click_notunlocked,share,click_dialog,result
932,2000002381441110,2018/11/27 14:32,1.0,83,邵阳,9.2969,10.6796,1,3,0.67,21,22,0,1,1,1,1,0,4,5,1,0,0,100,91,13,14,2,4,0,0,0,0,0,68,27,23,15,45,21,10,31,22,7,5,4,8,1,1
933,2000002381441153,2018/11/27 14:35,1.0,82,武汉,13.557,8.1782,1,2,0.5,24,148,0,1,1,1,1,0,1,2,0,0,0,42,39,27,0,0,2,2,0,8,0,0,10,17,14,16,19,18,17,15,49,4,4,1,0,1,1
934,2000002381441412,2018/11/27 14:45,1.0,68,杭州,13.557,12.9528,1,3,0.67,19,356,1,1,0,1,1,0,2,4,1,0,0,70,88,17,3,0,2,1,0,8,1,0,0,34,28,34,36,36,2,9,10,3,3,6,0,2,1
935,2000002381441567,2018/11/27 14:51,1.0,75,潍坊,9.2969,9.2799,1,3,0.67,35,45,0,1,1,1,1,0,2,3,0,1,2,95,48,5,4,0,0,1,0,2,0,0,0,50,35,31,50,90,24,4,0,3,5,2,6,1,1
937,2000002381442372,2018/11/27 15:12,0.0,2,重庆,9.2969,10.7056,1,4,0.75,8,225,0,1,0,1,1,1,3,3,1,1,0,171,50,2,4,0,0,0,0,1,0,0,0,278,83,91,45,203,53,4,2,7,5,0,12,2,1
938,2000002381442393,2018/11/27 15:12,1.0,80,深圳,9.2969,13.9519,1,3,0.67,20,17,0,1,1,1,1,0,1,2,1,0,0,42,20,1,7,0,0,0,0,0,0,0,0,25,19,26,18,21,9,0,5,3,5,0,6,1,1
939,2000002381443288,2018/11/27 15:40,1.0,91,常德,9.2969,12.5,1,3,0.67,24,115,1,1,1,1,1,0,9,10,1,0,0,94,74,14,19,2,2,3,0,11,0,0,76,17,11,14,12,14,14,56,46,11,5,21,17,3,1
940,2000002381444907,2018/11/27 16:27,1.0,51,贺州,9.2969,5.3395,1,3,0.67,24,117,0,1,1,1,1,0,4,5,1,1,1,172,173,26,13,1,4,5,0,8,0,0,0,22,30,142,69,63,16,19,70,6,5,0,7,2,1
942,2000002381455392,2018/11/27 19:43,1.0,48,北京,13.557,10.3925,1,5,0.8,11,174,0,1,1,1,1,1,3,4,1,4,0,69,28,8,6,0,0,0,0,0,1,0,0,0,43,305,92,131,6,31,21,17,3,3,15,1,1
943,2000002381597797,2018/11/26 11:09,9.0,86,濮阳,9.2969,7.1651,1,5,1.4,13,11,1,1,0,1,1,2,6,6,0,2,0,94,59,3,11,0,0,1,0,1,0,0,0,17,28,54,56,89,7,5,0,6,5,0,11,3,1
944,2000002381637283,2018/11/25 20:25,0.0,52,新乡,9.2969,15.6376,1,5,1.0,48,20,0,1,1,1,1,1,5,5,1,0,3,84,44,10,5,0,3,1,0,4,0,0,0,48,30,26,28,55,25,6,1,10,5,3,3,1,1
945,2000002382199894,2018/11/27 8:26,0.0,79,深圳,13.557,12.2061,1,7,1.0,12,133,3,1,0,1,1,2,5,5,0,0,0,211,190,48,5,6,7,1,0,4,1,0,0,94,74,106,108,98,20,88,58,18,5,3,2,2,1
947,2000002382310260,2018/11/29 13:49,0.0,0,北京,9.2969,13.0435,1,4,1.0,91,45,0,0,0,1,1,1,3,5,0,1,0,65,44,13,5,0,3,1,0,3,0,0,0,34,29,127,35,40,24,10,9,6,5,2,1,2,1
948,2000002382311686,2018/11/25 23:06,0.0,68,深圳,9.2969,7.2235,1,1,0.0,75,0,0,0,1,1,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
949,2000002382934115,2018/11/26 21:27,0.0,91,宿迁,9.2969,25.7143,1,2,0.5,24,33,0,1,0,1,1,0,1,1,0,1,0,32,87,13,4,0,0,0,0,0,0,0,22,0,0,0,0,0,5,5,5,5,5,1,3,0,1
950,2000002382975818,2018/11/26 21:50,9.0,103,西安,13.557,12.0343,1,6,1.17,38,27,0,1,0,1,1,1,4,4,0,5,0,95,86,23,7,5,8,4,6,16,0,0,0,36,28,28,28,35,12,15,16,9,4,4,4,1,1
951,2000002382998908,2018/11/26 23:03,9.0,46,吉安,9.2969,8.3655,1,4,1.75,49,95,0,0,0,1,1,1,4,3,1,2,1,82,90,6,4,0,2,2,0,8,1,0,0,17,12,10,24,14,13,11,43,5,7,1,2,1,1
952,2000002383027865,2018/11/27 10:54,9.0,100,无锡,13.557,8.1782,1,3,0.67,34,167,0,1,1,1,1,0,2,2,0,4,1,69,87,27,16,4,5,2,0,2,0,0,0,0,0,0,0,0,1,5,34,2,3,2,2,2,1
954,2000002383031358,2018/11/26 14:46,9.0,102,南宁,9.2969,11.3667,1,6,1.0,18,14,0,1,1,1,1,1,3,3,0,1,1,104,64,8,19,2,2,6,0,14,0,0,0,51,33,29,32,37,16,6,4,16,5,1,8,1,1
955,2000002383070771,2018/11/26 7:11,9.0,62,南宁,9.2969,8.9098,1,3,0.67,24,385,1,1,1,1,1,0,4,4,1,1,0,126,60,1,6,0,0,1,0,1,0,0,0,93,53,100,114,72,39,7,1,5,5,0,6,1,1
956,2000002383112946,2018/11/27 8:22,0.0,59,昆明,13.557,13.6257,1,5,1.2,35,22,0,1,0,1,1,2,4,4,0,2,2,78,50,2,0,0,0,0,0,0,6,0,0,34,28,27,34,36,11,1,17,1,3,0,0,1,1
957,2000002383521247,2018/11/26 8:50,0.0,74,三门峡,9.2969,7.8893,1,4,1.0,16,18,0,1,0,1,1,1,1,1,1,2,1,63,59,15,3,1,14,0,0,6,0,0,0,20,14,10,26,21,19,26,6,13,7,2,3,1,1
958,2000002384034419,2018/11/27 22:29,9.0,86,深圳,9.2969,8.2759,1,6,0.83,21,37,1,0,0,1,1,2,5,5,1,1,3,113,134,9,13,3,6,3,31,0,2,0,6,25,18,18,35,21,15,16,83,10,5,2,7,1,1
959,2000002384047960,2018/11/28 5:52,9.0,91,深圳,9.2969,13.3198,1,5,1.0,13,155,0,0,0,1,1,1,4,4,0,0,0,58,86,22,8,1,4,2,0,4,5,0,0,17,16,26,26,18,18,17,10,6,5,4,4,1,1
961,2000002384295540,2018/11/27 21:35,1.0,75,成都,13.557,21.6821,1,3,0.67,32,44,0,0,0,1,1,0,4,4,1,2,1,46,21,2,0,0,0,0,0,1,0,0,0,45,34,43,30,46,9,3,2,2,3,0,0,2,1
962,2000002384301580,2018/11/27 23:09,0.0,60,上海,13.557,24.0354,1,2,1.0,96,409,1,0,0,1,1,1,1,1,0,2,0,20,14,1,0,0,0,0,0,0,0,0,0,9,16,52,22,9,11,5,1,5,3,0,0,1,1
963,2000002384302986,2018/11/28 0:46,1.0,36,韶关,9.2969,6.6845,1,6,0.83,17,170,2,1,1,1,1,1,3,0,1,8,7,79,155,12,5,0,3,0,0,0,7,0,0,12,8,10,2,11,10,19,3,8,7,5,0,1,1
964,2000002384302998,2018/11/28 1:00,9.0,48,台州,13.557,12.0343,1,5,1.4,18,11,1,0,0,1,1,1,3,2,1,3,2,41,43,1,0,0,1,0,0,0,0,0,0,23,14,24,35,24,1,1,1,0,3,0,0,1,1
966,2000002384303530,2018/11/28 6:54,1.0,74,台州,13.557,10.8966,1,1,0.0,2,190,0,0,0,1,1,0,0,2,1,2,1,51,49,12,3,2,2,0,0,11,0,0,0,17,14,54,24,18,8,11,9,2,4,3,0,1,1
969,2000002384315560,2018/11/28 13:40,1.0,68,盐城,13.557,12.0343,1,8,0.88,3,174,1,0,0,1,1,2,7,7,1,2,1,104,112,19,2,0,8,1,0,23,1,0,8,61,32,34,68,48,14,41,67,7,3,0,0,3,1
970,2000002384399771,2018/11/27 22:47,0.0,58,深圳,13.557,13.5328,1,2,0.5,47,71,0,1,1,1,1,1,2,2,1,1,2,103,110,3,1,3,0,0,0,1,0,0,0,61,32,28,24,41,10,3,8,5,3,1,2,3,1
972,2000002384402055,2018/11/28 0:17,1.0,55,玉溪,9.2969,6.0933,1,2,0.5,23,161,1,1,0,1,1,0,2,5,1,1,0,75,75,10,19,2,2,1,0,7,0,0,0,45,24,44,64,52,14,17,27,7,5,8,10,2,1
973,2000002384402154,2018/11/28 0:41,1.0,33,北京,9.2969,22.0183,1,2,0.5,11,60,1,0,0,1,1,1,0,3,1,0,0,111,102,11,11,6,2,2,0,3,2,0,73,33,26,77,43,63,38,12,30,5,4,3,11,2,1
974,2000002384403118,2018/11/28 7:21,1.0,55,武汉,13.557,11.2154,1,2,0.5,18,84,0,1,0,1,1,0,0,2,0,1,1,62,51,10,0,2,1,1,0,3,0,0,0,19,15,31,30,18,3,3,4,2,3,0,0,1,1
975,2000002384403158,2018/11/27 22:53,0.0,68,佛山,9.2969,6.7073,1,4,0.75,24,72,1,0,0,1,1,2,9,7,1,2,3,210,188,33,13,1,7,0,0,1,0,0,708,82,46,27,86,49,27,76,91,15,5,11,8,1,1
976,2000002384407369,2018/11/28 12:03,0.0,52,太原,13.557,8.1782,1,8,0.88,17,149,2,1,1,1,1,1,8,9,1,9,0,173,162,13,1,1,5,1,0,11,5,0,1,34,29,103,49,37,10,25,48,3,3,0,8,1,1
978,2000002384414273,2018/11/28 13:27,0.0,56,南阳,9.2969,7.8893,1,7,1.0,16,47,2,1,1,1,1,2,8,8,1,2,0,130,82,12,20,2,3,1,0,7,0,0,0,49,33,86,37,29,23,25,21,14,5,1,17,3,1
979,2000002384898061,2018/11/28 17:42,0.0,75,无锡,13.557,11.1924,1,6,0.83,16,51,2,1,1,1,1,2,6,6,1,4,2,185,234,40,8,15,8,7,19,26,5,0,0,43,35,71,66,46,2,35,71,11,3,7,3,5,1
980,2000002384907735,2018/11/28 20:26,0.0,79,成都,9.2969,21.5517,1,3,1.0,43,164,1,1,0,1,1,1,2,2,0,1,0,67,61,6,3,1,2,1,0,2,0,0,0,26,18,10,22,21,18,1,2,4,6,1,1,1,1
982,2000002384917487,2018/11/29 5:14,0.0,104,广州,9.2969,5.8915,1,1,0.0,8,84,0,1,0,1,1,0,1,1,0,1,0,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,1,1
983,2000002384917534,2018/11/29 5:56,0.0,75,济南,9.2969,4.2262,1,5,0.8,26,24,1,1,1,1,1,2,5,5,1,1,2,101,90,4,4,0,0,0,0,0,0,0,94,9,6,8,8,13,19,22,7,3,5,7,3,2,1
984,2000002384919532,2018/11/29 8:27,0.0,54,淄博,9.2969,11.3667,1,4,0.75,19,102,2,1,0,1,1,2,2,2,0,1,1,83,92,4,9,1,2,0,0,0,1,0,0,34,23,23,48,28,13,3,0,5,5,3,6,1,1
986,2000002384919897,2018/11/29 8:38,0.0,64,新乡,9.2969,2.5,1,5,0.8,11,49,1,0,1,1,1,1,5,5,1,4,2,144,107,3,3,2,0,2,0,4,0,0,0,19,32,63,31,66,12,6,118,6,6,1,2,1,1
987,2000002384920368,2018/11/29 8:58,9.0,80,兰州,9.2969,19.6809,1,4,0.75,24,27,0,0,0,1,1,1,7,5,1,1,0,113,82,6,4,0,1,1,0,2,0,0,708,34,18,18,36,21,17,17,32,9,5,4,9,1,1
989,2000002384928973,2018/11/29 13:51,9.0,89,广州,13.557,13.5328,1,4,0.75,19,39,0,1,1,1,1,1,2,2,0,1,0,45,30,8,1,1,1,1,0,1,0,0,0,25,21,21,38,27,6,1,6,1,3,0,1,2,1
990,2000002384929075,2018/11/29 13:54,1.0,63,吉安,9.2969,5.165,1,5,0.8,23,53,1,1,0,1,1,1,6,7,1,4,2,149,110,12,19,0,2,1,0,5,4,0,425,49,44,51,84,63,27,23,3,12,5,1,18,2,1
991,2000002384930842,2018/11/29 11:41,9.0,83,德州,13.557,13.5328,1,5,0.8,23,61,0,1,0,1,1,2,4,4,1,3,0,88,82,5,1,2,1,1,0,7,0,0,0,41,33,51,54,37,21,5,29,3,3,2,4,3,1
994,2000002384943646,2018/11/29 20:26,0.0,73,南阳,9.2969,4.878,1,4,0.75,14,109,0,0,0,1,1,2,5,3,0,1,0,94,58,4,8,0,1,0,0,0,0,0,42,47,22,32,27,24,11,11,5,2,5,0,6,1,1
995,2000002384949238,2018/11/29 22:48,9.0,45,嘉峪关,9.2969,13.2503,1,4,0.75,20,11,1,1,1,1,1,1,2,2,0,3,1,66,39,2,8,0,0,2,0,6,1,0,0,25,18,9,36,27,11,1,0,3,5,1,6,1,1
996,2000002384949908,2018/11/30 0:12,9.0,78,长沙,13.557,12.2061,1,6,0.83,49,9,0,1,0,1,1,0,3,3,0,4,1,59,33,4,0,0,1,0,0,0,0,0,0,35,20,33,20,27,13,8,6,1,3,2,2,1,1
997,2000002384950042,2018/11/30 15:08,9.0,86,重庆,13.557,22.164,1,5,1.0,30,7,0,1,0,1,1,3,3,3,0,1,0,55,50,17,4,2,1,0,0,1,2,0,0,9,25,86,48,22,13,12,10,9,3,2,14,2,1
1002,2000002384960061,2018/11/30 14:45,9.0,71,福州,9.2969,8.5454,1,6,0.83,20,49,1,1,1,1,1,4,7,4,1,1,0,138,143,16,10,0,1,2,0,6,0,0,0,25,23,31,50,33,13,20,78,6,5,2,9,3,1
1003,2000002384960877,2018/11/30 15:29,9.0,58,乌鲁木齐,13.557,12.0343,1,6,1.0,27,59,0,0,0,1,1,1,4,4,1,1,1,92,61,6,2,0,1,0,0,0,0,0,0,41,34,56,52,50,10,2,7,2,3,0,4,2,1
1004,2000002384963181,2018/11/30 16:52,9.0,57,广州,13.557,12.2061,1,6,1.0,26,111,2,1,0,1,1,1,3,3,0,2,0,52,33,4,3,0,0,0,0,0,1,0,0,58,26,53,44,43,7,6,9,2,3,0,6,2,1
1006,2000002384977869,2018/11/30 20:05,0.0,78,赤峰,9.2969,8.8253,1,3,2.33,23,12,0,1,1,1,1,1,0,0,1,3,0,51,96,7,6,3,0,1,0,1,0,0,585,0,0,0,1,0,4,11,2,4,5,2,0,3,1
1007,2000002384978401,2018/11/30 20:18,0.0,65,青岛,9.2969,13.3198,1,7,1.0,24,37,0,0,1,1,1,2,5,5,1,2,1,84,37,4,3,2,0,0,0,0,0,0,0,42,24,16,31,29,23,16,3,10,12,0,5,2,1
1009,2000002384985535,2018/11/30 21:17,0.0,76,南昌,9.2969,8.7417,1,3,2.33,145,7,0,1,1,1,1,1,1,1,1,3,1,14,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,5,0,0,1,1
1010,2000002384989569,2018/11/30 22:12,0.0,58,定西,9.2969,10.5393,1,7,1.0,9,68,2,1,1,1,1,2,5,5,1,2,2,145,170,11,22,10,3,6,0,8,0,0,0,34,24,39,50,32,20,11,15,14,5,4,17,4,1
1012,2000002384995847,2018/11/28 15:19,0.0,81,广州,13.557,13.5328,1,5,1.2,43,2,0,0,1,1,1,0,1,0,1,3,1,12,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,0,3,0,0,2,1
1013,2000002384998489,2018/11/28 16:50,1.0,41,上海,13.557,21.8472,1,5,0.8,1,32,0,1,1,1,1,2,4,4,1,1,2,47,48,15,1,2,0,1,0,5,0,0,0,18,20,66,32,29,38,17,41,10,3,0,0,4,1
1014,2000002385001517,2018/11/28 18:18,0.0,77,梅州,9.2969,7.5,1,5,0.8,17,103,2,1,1,1,1,3,3,2,1,2,1,112,141,8,21,1,2,10,0,37,0,0,0,25,20,24,27,21,28,37,17,9,5,13,9,1,1
1015,2000002385003317,2018/11/28 18:51,1.0,33,佛山,9.2969,9.9916,1,5,0.8,17,269,0,1,0,1,1,3,10,7,1,1,4,158,156,19,20,1,2,0,0,3,0,0,13,10,30,81,65,244,5,23,155,13,6,5,16,1,1
1016,2000002385019058,2018/11/29 8:12,0.0,85,泉州,9.2969,7.1165,1,5,0.8,85,99,1,1,1,1,1,2,11,10,0,1,0,127,68,33,14,0,0,0,0,0,0,0,0,34,25,27,27,28,24,30,56,4,5,2,17,1,1
1020,2000002385032771,2018/11/29 17:04,9.0,46,上海,13.557,12.0343,1,4,0.75,18,14,0,0,0,1,1,1,2,2,0,1,1,40,24,2,0,0,1,0,0,0,0,0,0,28,21,25,20,27,1,0,1,1,3,0,0,2,1
1023,2000002385048321,2018/11/30 6:47,1.0,79,惠州,9.2969,9.4272,1,3,1.67,48,9,0,1,0,1,1,1,2,2,0,1,0,51,42,0,5,0,0,1,0,4,0,0,0,17,12,15,16,14,6,0,2,2,5,0,5,1,1
1024,2000002385049363,2018/12/8 7:46,0.0,66,杭州,13.557,11.2154,1,2,4.0,279,0,1,1,1,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1025,2000002385049455,2019/1/9 7:57,0.0,100,广州,9.2969,13.3198,1,5,8.8,38,5,2,1,0,1,1,3,0,0,0,3,0,17,29,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,13,3,6,3,0,1,1
1026,2000002385051512,2018/11/30 11:21,0.0,82,北京,9.2969,5.3913,1,3,1.67,67,22,0,1,0,1,1,1,0,0,1,1,1,23,13,1,5,1,0,0,0,0,0,0,0,0,7,14,20,0,10,1,0,3,5,0,4,1,1
1027,2000002385055556,2018/11/30 13:46,9.0,66,上海,13.557,14.8028,1,4,1.25,11,53,0,1,0,1,1,1,3,3,0,1,0,47,23,1,3,0,1,0,0,0,0,0,0,26,21,29,38,27,0,1,4,1,3,0,8,2,1
1029,2000002385058731,2018/11/30 16:08,0.0,109,海口,9.2969,18.1818,1,3,1.0,67,6,0,1,1,1,1,1,0,0,1,1,0,11,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,1
1031,2000002385078488,2018/11/30 20:45,9.0,106,南阳,9.2969,5.3913,1,7,1.0,3,194,2,1,0,1,1,2,9,9,0,2,1,150,178,57,38,4,17,13,34,41,2,0,241,54,25,17,31,28,57,37,122,22,5,7,20,4,1
1032,2000002385080896,2018/11/30 21:08,1.0,78,青岛,9.2969,13.3198,1,5,1.0,18,19,2,1,0,1,1,1,3,3,0,1,0,101,101,4,9,2,1,0,0,0,0,0,0,35,23,14,53,21,22,2,2,6,5,0,6,2,1
1033,2000002385086022,2018/11/30 22:08,9.0,37,鹤岗,9.2969,7.7441,1,6,0.83,28,31,1,1,1,1,1,2,2,2,1,1,0,49,52,6,13,4,0,3,0,4,0,0,0,0,10,38,32,102,0,7,0,6,7,0,7,1,1
1034,2000002385088214,2018/11/30 22:33,0.0,74,苏州,9.2969,12.4578,1,6,1.0,54,10,0,1,1,1,1,2,2,2,1,3,3,43,25,3,4,0,1,0,0,0,0,0,0,17,13,14,29,14,6,0,17,5,5,1,2,1,1
1036,2000002385176173,2018/11/28 23:33,9.0,57,南昌,9.2969,9.2799,1,5,0.8,45,12,2,1,0,1,1,1,2,0,0,1,5,41,85,5,5,0,1,0,0,13,3,0,0,47,8,13,15,0,7,20,2,11,7,2,0,1,1
1040,2000002385374940,2018/11/29 22:14,9.0,55,金华,9.2969,9.9099,1,5,0.8,23,33,1,0,0,1,1,1,7,6,1,1,0,115,75,4,3,0,1,0,0,0,1,0,1,34,28,15,74,29,12,16,35,8,5,1,4,1,1
1042,2000002385795888,2018/11/28 10:50,0.0,88,合肥,13.557,26.6194,1,4,1.0,2,394,1,1,0,1,1,2,5,5,1,3,1,52,31,8,0,0,0,0,0,0,0,0,0,54,33,49,36,47,10,17,27,5,3,0,1,2,1
1043,2000002385827456,2018/11/29 19:39,0.0,68,金华,9.2969,11.2782,1,5,0.8,26,25,2,0,0,1,1,1,4,3,1,1,0,108,76,4,2,0,0,0,0,0,0,0,0,53,32,30,61,51,21,8,1,9,5,0,4,1,1
1045,2000002386120417,2018/11/29 4:15,0.0,65,汕头,9.2969,8.9713,1,3,1.0,50,26,0,0,0,1,1,1,3,2,0,1,0,36,32,1,6,0,0,2,0,6,0,0,0,18,13,38,19,15,12,2,0,2,5,1,7,1,1
1046,2000002386223532,2018/11/30 12:30,0.0,101,福州,9.2969,7.4033,1,6,1.0,18,37,0,1,1,1,1,1,5,5,1,9,5,132,85,15,15,1,7,2,0,13,0,0,0,121,52,26,59,63,92,22,6,13,5,12,23,1,1
1047,2000002387418433,2018/11/30 20:29,0.0,49,徐州,9.2969,4.9689,1,3,2.33,24,1,0,1,0,1,1,1,1,1,1,1,1,28,16,2,1,0,0,0,0,0,0,0,76,0,0,0,0,0,0,8,0,4,5,1,0,1,1
1049,2000002390497219,2018/12/1 8:03,0.0,81,新乡,9.2969,19.6809,1,4,1.0,23,6,2,1,1,1,1,1,1,1,1,1,3,62,80,19,9,0,3,1,0,3,0,0,0,9,9,12,10,7,16,22,12,7,5,7,1,2,1
1051,2000002390498787,2018/12/1 10:54,9.0,87,三门峡,9.2969,10.5393,1,5,0.8,37,20,0,1,0,1,1,1,3,2,0,2,0,57,32,3,7,0,0,0,0,0,0,0,0,46,22,33,20,30,13,5,0,6,5,0,12,1,1
1052,2000002390498804,2018/12/1 10:54,9.0,98,桂林,9.2969,12.1739,1,3,1.0,40,62,0,0,0,1,1,0,4,4,0,1,0,53,63,5,2,1,2,0,0,2,0,0,1884,0,1,0,0,0,0,32,18,6,5,2,10,0,1
1054,2000002390499770,2018/12/1 11:50,9.0,74,上海,13.557,16.9329,1,5,0.8,20,77,1,1,0,1,1,1,3,3,1,3,4,82,50,8,2,0,3,0,0,0,2,0,0,42,31,55,56,47,2,14,10,0,3,3,8,2,1
1055,2000002390500068,2018/12/1 12:04,9.0,81,深圳,13.557,12.2061,1,5,0.8,16,121,2,0,0,1,1,2,5,5,1,0,0,139,160,36,10,2,2,2,0,14,0,0,0,41,30,30,56,39,23,48,84,7,3,4,15,1,1
1056,2000002390500998,2018/12/2 22:24,0.0,47,深圳,13.557,13.5328,1,5,1.4,49,13,2,1,0,1,1,1,2,1,0,2,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,1,1
1058,2000002390503901,2018/12/1 15:22,0.0,43,北京,9.2969,12.4578,1,5,0.8,18,15,1,1,0,1,1,2,4,0,1,1,0,72,99,8,7,1,3,3,0,4,0,0,95,8,11,12,1,13,24,22,33,6,6,5,0,1,1
1060,2000002390695325,2018/12/1 6:21,9.0,60,常德,9.2969,5.5712,1,6,0.83,25,167,1,1,1,1,1,0,1,4,1,1,0,140,100,14,11,0,4,0,0,0,0,0,0,91,49,27,41,195,41,27,1,12,5,3,10,1,1
1061,2000002390696978,2018/11/30 22:46,0.0,55,榆林,9.2969,13.3198,1,5,1.2,37,5,2,1,1,1,1,2,0,0,1,1,2,20,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,5,0,0,2,1
1063,2000002390697244,2018/12/1 9:27,0.0,46,北京,13.557,12.0343,1,5,0.8,90,18,1,0,0,1,1,2,1,1,0,2,0,41,40,3,0,1,0,0,0,0,1,0,0,9,8,15,7,9,1,1,18,3,3,0,0,1,1
1065,2000002390698335,2018/12/12 21:18,9.0,52,深圳,9.2969,12.4578,1,6,2.5,19,13,3,1,0,1,1,2,2,1,1,0,0,33,65,8,7,3,2,0,0,0,2,0,0,0,0,1,1,0,0,2,22,4,7,0,2,1,1
1067,2000002390699092,2018/12/1 11:00,9.0,89,衢州,9.2969,8.92,1,5,0.8,16,86,0,1,0,1,1,0,2,3,0,1,0,67,26,4,4,1,0,2,0,7,0,0,0,34,24,21,44,28,12,4,0,3,5,0,4,2,1
1068,2000002390703011,2018/12/1 14:37,0.0,84,江门,9.2969,6.2885,1,4,1.0,15,46,0,1,0,1,1,1,0,0,1,1,0,44,28,6,4,0,3,1,0,6,0,0,2,0,14,12,37,0,5,8,1,7,5,4,0,1,1
1069,2000002390704127,2018/12/1 15:51,9.0,84,东莞,13.557,11.1924,1,7,0.86,42,29,2,0,0,1,1,2,10,10,1,3,3,126,69,22,1,0,3,0,0,2,2,0,0,48,56,76,107,71,33,9,43,2,3,2,7,1,1
1070,2000002390704226,2018/12/1 15:57,9.0,85,景德镇,13.557,13.5328,1,5,1.0,1,125,2,0,0,1,1,4,5,3,1,1,0,134,119,19,5,1,6,0,0,0,4,0,0,37,41,138,59,40,14,19,98,12,3,1,6,1,1
1072,2000002391097139,2018/12/1 10:14,0.0,74,济南,9.2969,6.5617,1,5,1.4,12,32,0,1,1,1,1,1,3,5,1,2,2,164,162,13,7,1,5,0,0,5,10,0,536,78,40,27,109,50,36,37,63,3,6,1,7,2,1
1073,2000002391504085,2018/12/1 9:42,0.0,85,赤峰,9.2969,4.0609,1,5,0.8,16,56,1,1,0,1,1,1,3,3,0,1,0,64,49,11,20,0,1,0,0,0,0,0,0,0,17,13,25,0,24,14,1,11,5,1,16,1,1
1075,2000002393896693,2018/12/1 22:22,0.0,61,贵阳,13.557,10.3925,1,4,1.0,19,59,2,1,0,1,1,1,3,3,1,1,0,73,67,8,10,3,2,1,0,5,1,0,0,50,33,42,71,51,9,6,6,5,3,2,8,2,1
1076,2000002393897170,2018/12/1 22:32,0.0,61,宁波,9.2969,13.3198,1,4,1.0,17,18,0,1,0,1,1,1,2,2,0,1,0,62,33,2,12,0,2,1,0,2,0,0,0,26,19,21,36,21,9,1,2,4,7,1,8,1,1
1077,2000002393898854,2018/12/1 23:41,0.0,60,衢州,9.2969,12.4578,1,6,0.83,22,14,0,1,0,1,1,1,3,2,0,1,0,65,14,1,6,0,0,0,0,0,0,0,0,38,23,15,40,28,13,1,0,7,5,0,6,1,1
1080,2000002393903552,2018/12/2 10:23,0.0,75,东莞,9.2969,11.6773,1,5,0.8,24,55,2,1,1,1,1,2,7,6,1,5,5,135,134,8,18,1,2,3,1,11,3,0,128,53,26,42,28,29,17,25,35,8,5,4,11,3,1
1081,2000002393903647,2018/12/9 21:47,0.0,88,淮北,9.2969,3.6574,1,6,2.33,32,27,1,1,1,1,1,2,3,2,1,1,2,60,71,11,8,0,1,3,0,3,0,0,4569,0,0,0,0,0,1,36,19,3,5,5,6,1,1
1082,2000002393903720,2018/12/2 10:27,0.0,70,潍坊,9.2969,4.2262,1,4,0.75,9,62,2,0,0,1,1,2,3,3,1,2,8,98,119,6,16,1,2,0,0,11,0,0,0,63,22,21,47,28,12,15,7,4,7,9,12,2,1
1083,2000002393904231,2018/12/2 10:44,1.0,43,汕头,9.2969,22.0183,1,3,0.67,47,29,0,0,0,1,1,1,4,3,1,0,1,48,52,7,11,1,4,4,0,9,0,0,12,0,10,25,16,41,2,8,24,6,5,1,10,4,1
1086,2000002393905113,2018/12/2 11:30,0.0,80,周口,9.2969,15.5963,1,4,0.75,22,10,1,1,1,1,1,1,2,2,1,8,3,65,97,0,2,0,0,0,0,0,0,0,0,16,14,10,18,15,10,0,0,3,8,0,5,2,1
1087,2000002393906034,2018/12/2 12:10,1.0,55,上海,9.2969,15.9722,1,4,0.75,18,6,0,1,0,1,1,1,2,2,0,1,0,62,39,4,6,2,1,0,0,0,0,0,0,25,18,13,20,21,10,3,0,3,5,0,10,2,1
1089,2000002393907259,2018/12/2 12:49,9.0,75,北京,9.2969,11.2707,1,4,0.75,18,52,2,1,1,1,1,1,3,3,1,0,0,78,86,3,11,2,3,3,0,13,0,0,27,18,13,89,37,50,6,5,69,5,5,0,11,1,1
