,user_id,age_month,learn_num,finish_num,ppt,task,share,result
828,2000002378696756,85,5,5,43,29,14,1
829,2000002378697685,6,3,3,71,50,15,1
830,2000002378698276,58,5,5,42,30,16,1
832,2000002378702774,86,3,3,55,34,8,1
833,2000002378703879,46,6,7,25,31,9,1
834,2000002378704409,53,6,6,25,18,6,1
835,2000002378706562,86,2,1,19,9,0,1
836,2000002378709455,58,2,2,17,13,2,1
838,2000002378721025,57,3,1,0,0,0,1
839,2000002378721530,53,6,6,55,45,2,1
840,2000002378722489,84,3,2,17,14,2,1
841,2000002378727313,101,2,2,43,32,6,1
842,2000002378728470,75,2,2,43,22,9,1
843,2000002378730262,85,3,3,25,21,0,1
844,2000002378730336,83,3,3,28,26,1,1
845,2000002378730523,72,3,3,28,25,5,1
846,2000002378731662,64,3,3,64,26,7,1
847,2000002378795333,71,2,2,19,15,5,1
849,2000002378796875,83,3,3,50,25,8,1
850,2000002378796978,97,4,4,40,28,8,1
851,2000002378798633,73,2,2,47,32,1,1
854,2000002378807392,79,3,3,30,20,8,1
855,2000002378807608,42,0,1,0,5,1,1
856,2000002378810504,78,4,4,55,35,16,1
857,2000002378810751,65,2,2,25,18,7,1
858,2000002378817330,70,3,3,0,0,0,1
859,2000002378819249,87,7,6,36,24,1,1
861,2000002378823232,89,5,5,17,12,18,1
862,2000002378824298,85,3,3,0,0,8,1
863,2000002378824698,91,3,3,25,19,7,1
864,2000002378824747,103,2,1,0,0,6,1
865,2000002378826582,61,0,0,0,0,0,1
866,2000002378829833,53,2,2,34,23,5,1
869,2000002378831310,50,5,4,33,24,12,1
873,2000002381295666,79,3,3,33,20,9,1
874,2000002381298543,41,4,4,28,26,4,1
875,2000002381304438,74,3,2,17,18,2,1
877,2000002381307393,83,6,5,25,21,0,1
878,2000002381312148,72,3,4,34,23,9,1
879,2000002381315933,70,4,4,43,27,3,1
880,2000002381316389,62,2,2,25,24,7,1
881,2000002381318169,64,0,0,0,0,0,1
882,2000002381320482,60,3,3,25,23,10,1
883,2000002381324808,65,3,3,39,22,1,1
884,2000002381325707,57,3,3,33,31,0,1
885,2000002381327229,52,0,0,0,0,0,1
886,2000002381332125,79,6,5,25,26,9,1
887,2000002381332698,66,5,4,38,34,20,1
888,2000002381333683,73,4,3,84,65,10,1
889,2000002381334243,100,6,6,0,0,12,1
890,2000002381334683,54,5,5,60,34,11,1
891,2000002381335806,66,14,12,51,27,2,1
892,2000002381336246,50,2,2,44,19,17,1
893,2000002381338103,64,4,4,33,22,7,1
894,2000002381338900,66,4,3,36,21,0,1
896,2000002381342424,71,1,3,57,28,6,1
897,2000002381342540,73,5,6,33,24,0,1
898,2000002381342585,44,5,6,40,29,5,1
899,2000002381342733,57,1,2,25,21,2,1
900,2000002381342824,80,1,2,17,14,0,1
901,2000002381343298,66,2,3,42,30,10,1
902,2000002381343421,59,4,1,9,21,0,1
903,2000002381343884,41,3,3,0,17,16,1
904,2000002381344021,56,4,4,57,26,6,1
905,2000002381347831,61,2,2,46,36,0,1
906,2000002381348834,63,2,3,43,28,7,1
908,2000002381356161,60,3,3,78,41,9,1
909,2000002381356986,79,7,5,27,31,0,1
910,2000002381358785,75,5,5,51,29,22,1
912,2000002381361003,39,4,3,13,33,9,1
913,2000002381361429,68,2,1,9,17,3,1
914,2000002381407999,66,2,2,31,21,0,1
916,2000002381416846,5,3,3,34,26,5,1
917,2000002381419127,62,2,2,116,42,6,1
920,2000002381421937,53,2,2,20,15,1,1
921,2000002381424670,76,2,2,17,12,0,1
922,2000002381425309,61,8,7,53,43,1,1
923,2000002381427759,90,0,0,0,0,0,1
924,2000002381430451,78,4,4,34,24,10,1
925,2000002381431740,78,5,5,70,53,18,1
926,2000002381435527,67,4,5,37,22,8,1
928,2000002381438425,58,4,1,59,20,8,1
929,2000002381439828,60,3,4,36,29,0,1
932,2000002381441110,83,4,5,27,23,8,1
933,2000002381441153,82,1,2,17,14,0,1
934,2000002381441412,68,2,4,34,28,0,1
935,2000002381441567,75,2,3,50,35,6,1
937,2000002381442372,2,3,3,278,83,12,1
938,2000002381442393,80,1,2,25,19,6,1
939,2000002381443288,91,9,10,17,11,17,1
940,2000002381444907,51,4,5,22,30,7,1
942,2000002381455392,48,3,4,0,43,15,1
943,2000002381597797,86,6,6,17,28,11,1
944,2000002381637283,52,5,5,48,30,3,1
945,2000002382199894,79,5,5,94,74,2,1
947,2000002382310260,0,3,5,34,29,1,1
948,2000002382311686,68,0,0,0,0,0,1
949,2000002382934115,91,1,1,0,0,3,1
950,2000002382975818,103,4,4,36,28,4,1
951,2000002382998908,46,4,3,17,12,2,1
952,2000002383027865,100,2,2,0,0,2,1
954,2000002383031358,102,3,3,51,33,8,1
955,2000002383070771,62,4,4,93,53,6,1
956,2000002383112946,59,4,4,34,28,0,1
957,2000002383521247,74,1,1,20,14,3,1
958,2000002384034419,86,5,5,25,18,7,1
959,2000002384047960,91,4,4,17,16,4,1
961,2000002384295540,75,4,4,45,34,0,1
962,2000002384301580,60,1,1,9,16,0,1
963,2000002384302986,36,3,0,12,8,0,1
964,2000002384302998,48,3,2,23,14,0,1
966,2000002384303530,74,0,2,17,14,0,1
969,2000002384315560,68,7,7,61,32,0,1
970,2000002384399771,58,2,2,61,32,2,1
972,2000002384402055,55,2,5,45,24,10,1
973,2000002384402154,33,0,3,33,26,11,1
974,2000002384403118,55,0,2,19,15,0,1
975,2000002384403158,68,9,7,82,46,8,1
976,2000002384407369,52,8,9,34,29,8,1
978,2000002384414273,56,8,8,49,33,17,1
979,2000002384898061,75,6,6,43,35,3,1
980,2000002384907735,79,2,2,26,18,1,1
982,2000002384917487,104,1,1,0,0,3,1
983,2000002384917534,75,5,5,9,6,3,1
984,2000002384919532,54,2,2,34,23,6,1
986,2000002384919897,64,5,5,19,32,2,1
987,2000002384920368,80,7,5,34,18,9,1
989,2000002384928973,89,2,2,25,21,1,1
990,2000002384929075,63,6,7,49,44,18,1
991,2000002384930842,83,4,4,41,33,4,1
994,2000002384943646,73,5,3,47,22,6,1
995,2000002384949238,45,2,2,25,18,6,1
996,2000002384949908,78,3,3,35,20,2,1
997,2000002384950042,86,3,3,9,25,14,1
1002,2000002384960061,71,7,4,25,23,9,1
1003,2000002384960877,58,4,4,41,34,4,1
1004,2000002384963181,57,3,3,58,26,6,1
1006,2000002384977869,78,0,0,0,0,0,1
1007,2000002384978401,65,5,5,42,24,5,1
1009,2000002384985535,76,1,1,0,0,0,1
1010,2000002384989569,58,5,5,34,24,17,1
1012,2000002384995847,81,1,0,0,0,0,1
1013,2000002384998489,41,4,4,18,20,0,1
1014,2000002385001517,77,3,2,25,20,9,1
1015,2000002385003317,33,10,7,10,30,16,1
1016,2000002385019058,85,11,10,34,25,17,1
1020,2000002385032771,46,2,2,28,21,0,1
1023,2000002385048321,79,2,2,17,12,5,1
1024,2000002385049363,66,0,0,0,0,0,1
1025,2000002385049455,100,0,0,0,0,0,1
1026,2000002385051512,82,0,0,0,7,4,1
1027,2000002385055556,66,3,3,26,21,8,1
1029,2000002385058731,109,0,0,0,0,0,1
1031,2000002385078488,106,9,9,54,25,20,1
1032,2000002385080896,78,3,3,35,23,6,1
1033,2000002385086022,37,2,2,0,10,7,1
1034,2000002385088214,74,2,2,17,13,2,1
1036,2000002385176173,57,2,0,47,8,0,1
1040,2000002385374940,55,7,6,34,28,4,1
1042,2000002385795888,88,5,5,54,33,1,1
1043,2000002385827456,68,4,3,53,32,4,1
1045,2000002386120417,65,3,2,18,13,7,1
1046,2000002386223532,101,5,5,121,52,23,1
1047,2000002387418433,49,1,1,0,0,0,1
1049,2000002390497219,81,1,1,9,9,1,1
1051,2000002390498787,87,3,2,46,22,12,1
1052,2000002390498804,98,4,4,0,1,10,1
1054,2000002390499770,74,3,3,42,31,8,1
1055,2000002390500068,81,5,5,41,30,15,1
1056,2000002390500998,47,2,1,0,0,0,1
1058,2000002390503901,43,4,0,8,11,0,1
1060,2000002390695325,60,1,4,91,49,10,1
1061,2000002390696978,55,0,0,0,0,0,1
1063,2000002390697244,46,1,1,9,8,0,1
1065,2000002390698335,52,2,1,0,0,2,1
1067,2000002390699092,89,2,3,34,24,4,1
1068,2000002390703011,84,0,0,0,14,0,1
1069,2000002390704127,84,10,10,48,56,7,1
1070,2000002390704226,85,5,3,37,41,6,1
1072,2000002391097139,74,3,5,78,40,7,1
1073,2000002391504085,85,3,3,0,17,16,1
1075,2000002393896693,61,3,3,50,33,8,1
1076,2000002393897170,61,2,2,26,19,8,1
1077,2000002393898854,60,3,2,38,23,6,1
1080,2000002393903552,75,7,6,53,26,11,1
1081,2000002393903647,88,3,2,0,0,6,1
1082,2000002393903720,70,3,3,63,22,12,1
1083,2000002393904231,43,4,3,0,10,10,1
1086,2000002393905113,80,2,2,16,14,5,1
1087,2000002393906034,55,2,2,25,18,10,1
1089,2000002393907259,75,3,3,18,13,11,1
1090,2000002393908272,55,3,3,34,26,14,1
1091,2000002393908590,59,3,0,25,17,0,1
1093,2000002393908916,82,4,3,25,30,8,1
1095,2000002393996977,77,3,3,25,19,7,1
1096,2000002394001482,87,2,2,17,16,11,1
1097,2000002394003063,58,4,4,43,30,6,1
1098,2000002394004102,51,6,5,34,19,5,1
1099,2000002394004628,63,7,4,76,40,1,1
1101,2000002394008222,77,2,2,25,18,9,1
1102,2000002394008226,60,4,4,43,41,7,1
1103,2000002394009045,74,7,5,34,29,14,1
1104,2000002394010238,78,3,3,33,24,13,1
1105,2000002394845162,62,3,3,29,23,4,1
1106,2000002394941661,61,2,0,9,6,0,1
1107,2000002395496044,67,2,2,17,14,8,1
1108,2000002395496269,69,2,2,0,0,0,1
1110,2000002395595457,77,2,2,53,81,9,1
1111,2000002395595821,66,8,8,9,21,1,1
1112,2000002395595916,37,2,2,96,64,8,1
1113,2000002395596839,58,4,3,29,21,7,1
1116,2000002395707707,62,3,3,36,26,11,1
1117,2000002395708328,77,3,5,34,24,8,1
1118,2000002395710197,72,1,2,28,23,4,1
1119,2000002395798461,86,1,1,15,13,5,1
1120,2000002395799746,83,1,1,17,14,5,1
1121,2000002395803667,57,0,0,0,0,0,1
1125,2000002396696157,87,2,2,0,15,6,1
1126,2000002396796794,44,3,3,0,40,10,1
1128,2000002397200838,91,3,3,0,21,14,1
1130,2000002397497495,88,3,3,0,19,5,1
1131,2000002397498792,85,3,3,0,21,5,1
1132,2000002397499058,74,4,4,51,33,13,1
1133,2000002397500023,42,3,3,57,30,9,1
1134,2000002397500511,71,2,2,34,21,8,1
1135,2000002397502513,104,3,3,0,0,11,1
1136,2000002397502769,79,4,4,25,18,15,1
1139,2000002397513278,79,3,2,24,19,0,1
1142,2000002397516662,74,0,0,0,0,0,1
1143,2000002397520371,87,2,2,0,26,7,1
1144,2000002397523267,89,6,5,25,19,10,1
1145,2000002397526205,47,3,2,229,55,17,1
1147,2000002397527252,35,6,3,0,16,9,1
1148,2000002397528149,57,6,6,25,24,4,1
1150,2000002397601391,62,4,4,40,33,9,1
1151,2000002397602092,59,2,2,26,26,4,1
1152,2000002397604836,77,3,2,17,23,5,1
1153,2000002397604880,58,6,4,47,36,6,1
1154,2000002397607782,62,3,3,41,23,5,1
1155,2000002397608183,61,2,2,66,34,9,1
1156,2000002397613519,84,2,2,25,21,4,1
1158,2000002397618949,75,6,5,0,0,1,1
1160,2000002397621369,90,1,1,21,4,3,1
1162,2000002397622621,59,4,4,35,31,9,1
1163,2000002397623271,81,3,3,25,21,10,1
1164,2000002397624255,77,3,3,63,60,7,1
1165,2000002397625589,86,2,2,0,11,6,1
1166,2000002398695210,38,2,2,28,10,0,1
1168,2000002399595770,75,3,3,54,37,12,1
1169,2000002399596682,51,8,0,34,83,4,1
1170,2000002399695669,67,4,4,39,28,11,1
1171,2000002399696740,56,5,3,42,27,2,1
1174,2000002399697164,62,2,2,25,18,6,1
1175,2000002400295362,96,2,2,0,0,4,1
1176,2000002400296393,74,3,3,167,72,11,1
1179,2000002400695439,64,4,4,57,31,11,1
1181,2000002400708635,91,3,3,0,17,4,1
1182,2000002400715374,50,2,0,0,0,0,1
1183,2000002400717134,66,4,4,51,31,6,1
1184,2000002400718947,75,3,1,41,27,2,1
1185,2000002400720545,100,1,1,40,20,4,1
1186,2000002400721810,79,4,4,117,67,5,1
1187,2000002400722867,83,8,8,0,20,8,1
1188,2000002400725043,79,8,4,0,0,6,1
1189,2000002400725408,74,4,3,33,23,3,1
1190,2000002400725942,88,2,2,47,19,6,1
1193,2000002400729306,64,3,3,25,20,32,1
1197,2000002400808651,100,2,2,0,0,11,1
1199,2000002400809592,62,2,2,25,18,6,1
1200,2000002400815717,90,5,5,0,21,13,1
1202,2000002400819308,57,4,4,62,37,11,1
1203,2000002400820024,80,5,5,101,28,13,1
1204,2000002400822209,83,2,2,60,42,15,1
1205,2000002400822269,78,3,3,25,16,5,1
1206,2000002400823000,38,7,3,17,31,14,1
1207,2000002400823925,77,3,3,41,28,8,1
1208,2000002400824823,75,2,2,33,25,12,1
1209,2000002400827580,98,5,5,17,13,6,1
1210,2000002400829364,93,2,1,25,24,1,1
1211,2000002401087709,58,2,2,29,19,6,1
1212,2000002401495233,90,2,2,0,14,2,1
1213,2000002402197688,80,3,3,46,28,9,1
1214,2000002402217705,62,3,1,40,24,3,1
1215,2000002402218273,60,1,1,27,18,9,1
1216,2000002402244668,73,9,9,31,30,24,1
1217,2000002402695458,57,4,0,0,9,2,1
1218,2000002402698260,63,9,8,56,35,13,1
1219,2000002402698765,78,4,4,56,38,7,1
1220,2000002403396471,56,4,4,34,28,9,1
1221,2000002403397608,58,2,2,25,18,8,1
1222,2000002403397858,57,5,5,36,37,11,1
1223,2000002403496216,87,4,4,50,31,29,1
1224,2000002403496706,58,8,7,25,47,12,1
1225,2000002403497037,62,4,4,52,28,6,1
1226,2000002403497433,76,6,5,83,25,7,1
1227,2000002403497549,45,5,5,25,38,9,1
1228,2000002404295957,54,1,2,17,15,2,1
1229,2000002404296899,77,4,3,31,34,0,1
1230,2000002404297955,80,5,5,34,22,9,1
1231,2000002404298430,57,3,3,34,28,14,1
1232,2000002404299487,66,7,6,51,32,5,1
1233,2000002404301353,65,1,1,26,20,1,1
1234,2000002404303795,89,6,5,9,8,10,1
1236,2000002404316755,53,0,0,20,15,3,1
1237,2000002404320020,85,6,6,44,25,6,1
1240,2000002404332291,68,3,3,25,20,6,1
1241,2000002404332393,52,2,2,42,26,12,1
1242,2000002404332943,63,3,3,60,41,9,1
1243,2000002404334971,71,4,4,34,27,9,1
1244,2000002404336561,110,3,3,27,18,1,1
1245,2000002404342579,76,2,2,35,24,7,1
1246,2000002404345754,66,2,1,0,0,0,1
1247,2000002404351430,78,5,4,34,27,8,1
1248,2000002404356035,95,4,4,113,52,5,1
1249,2000002404357558,59,3,3,34,23,6,1
1250,2000002404357690,54,2,2,45,32,11,1
1251,2000002404357979,50,6,6,25,32,9,1
1252,2000002404358468,59,1,1,16,8,1,1
1253,2000002404362075,79,3,3,38,25,5,1
1254,2000002404370788,53,5,4,57,24,6,1
1256,2000002404378805,62,2,2,30,21,7,1
1257,2000002404380342,65,3,3,81,28,13,1
1258,2000002404395428,70,5,5,50,43,7,1
1260,2000002404397235,101,2,2,0,0,11,1
1261,2000002404397757,74,0,0,0,6,0,1
1262,2000002404398696,58,5,5,46,30,12,1
1268,2000002404416051,89,4,4,61,53,17,1
1269,2000002404416201,77,2,2,34,19,12,1
1270,2000002404421718,84,3,3,36,27,13,1
1271,2000002404431430,75,5,5,51,35,11,1
1272,2000002404432773,51,2,2,42,40,7,1
1274,2000002404438314,77,7,7,34,28,23,1
1275,2000002404442561,55,6,3,0,0,9,1
1276,2000002404455051,92,1,1,27,16,6,1
1279,2000002404468797,77,9,8,34,26,10,1
1284,2000002404472413,57,5,5,57,37,13,1
1285,2000002405447116,78,8,8,25,23,2,1
1287,2000002405860526,67,0,0,0,0,0,1
1288,2000002406239349,62,3,3,25,18,7,1
1289,2000002406997442,78,8,8,34,28,18,1
1291,2000002407006169,0,3,3,39,30,5,1
1292,2000002407013877,68,4,3,9,6,3,1
1293,2000002407101529,67,6,2,17,13,5,1
1295,2000002407103408,57,0,0,0,0,0,1
1296,2000002407106452,4,7,7,36,35,16,1
1298,2000002407110326,68,4,4,0,20,2,1
1299,2000002407111137,83,4,4,0,40,15,1
1300,2000002407111489,58,4,4,32,18,8,1
1302,2000002407361205,62,3,3,56,39,13,1
1303,2000002407400886,14,7,7,0,18,17,1
1305,2000002408495773,49,0,0,0,0,0,1
1306,2000002408795315,83,2,1,0,4,0,1
1307,2000002408795964,65,1,1,25,23,7,1
1311,2000002408798903,72,3,4,34,31,5,1
1313,2000002408801386,70,2,2,25,25,12,1
1314,2000002408802319,34,6,5,80,57,15,1
1318,2000002408898809,62,8,6,34,24,3,1
1319,2000002408899952,48,1,0,0,1,0,1
1321,2000002408900582,76,3,3,49,28,14,1
1324,2000002409206937,83,0,0,0,0,0,1
1325,2000002409699365,80,10,5,34,27,8,1
1326,2000002409700040,90,14,11,29,24,11,1
1327,2000002409700841,67,2,4,64,35,8,1
1328,2000002409701734,72,3,3,45,32,6,1
1329,2000002409704180,53,3,3,62,43,3,1
1331,2000002409711696,52,3,3,25,22,8,1
1332,2000002409716567,57,0,0,0,0,0,1
1333,2000002409717624,31,4,4,17,23,6,1
1334,2000002409717665,69,4,4,53,38,3,1
1335,2000002409720529,34,4,3,17,21,20,1
1336,2000002409722079,59,2,2,17,14,4,1
1340,2000002409738956,101,20,20,25,18,19,1
1341,2000002409795838,39,4,2,28,18,2,1
1345,2000002409804166,60,0,0,0,0,0,1
1347,2000002409807034,71,3,3,58,38,9,1
1348,2000002409817983,101,0,0,0,1,0,1
1349,2000002409819174,76,5,5,37,27,2,1
1351,2000002409820429,69,0,0,9,8,2,1
1356,2000002409825139,73,3,3,38,21,6,1
1357,2000002409826145,72,2,2,44,29,6,1
1358,2000002409833823,65,2,2,29,20,8,1
1359,2000002409835217,67,5,5,42,37,9,1
1361,2000002409836238,87,2,2,29,17,13,1
1363,2000002409836394,47,1,1,98,43,14,1
1365,2000002409837428,79,2,2,49,29,11,1
1366,2000002409838099,89,1,2,0,8,3,1
1368,2000002409838344,83,5,4,34,25,9,1
1369,2000002410740450,58,4,5,34,24,10,1
1370,2000002410743592,90,2,2,0,0,6,1
1372,2000002411119077,82,1,1,9,6,3,1
1373,2000002411399927,94,3,3,32,19,4,1
1376,2000002411412010,62,0,0,0,0,0,1
1377,2000002411415326,96,3,3,0,0,10,1
1378,2000002411417023,54,2,2,36,24,8,1
1379,2000002411417905,45,3,3,25,19,7,1
1380,2000002411419139,52,9,9,75,45,16,1
1381,2000002411421181,46,3,2,26,16,8,1
1382,2000002411424396,51,4,4,43,30,10,1
1383,2000002411424798,66,2,2,17,12,4,1
1384,2000002411425652,62,2,2,17,14,5,1
1385,2000002411426963,83,2,2,38,23,11,1
1386,2000002411427735,68,3,4,25,19,8,1
1387,2000002411427943,78,2,3,42,34,6,1
1388,2000002411429268,107,2,2,22,32,3,1
1389,2000002411429335,75,3,3,37,26,6,1
1390,2000002411431057,78,1,1,45,21,1,1
1391,2000002411431308,67,5,2,65,19,6,1
1394,2000002411435491,54,1,2,36,27,12,1
1395,2000002411438055,66,2,2,42,29,11,1
1396,2000002411438432,92,0,1,17,12,4,1
1397,2000002411439183,78,0,0,9,6,1,1
1400,2000002411440681,87,3,3,0,8,2,1
1401,2000002411440775,59,2,2,50,39,6,1
1402,2000002411441234,5,5,4,41,34,3,1
1403,2000002411441525,78,2,2,34,24,6,1
1404,2000002411442004,85,3,3,0,0,6,1
1405,2000002411442828,78,4,4,42,24,8,1
1407,2000002411498130,67,2,3,42,28,11,1
1409,2000002411500116,76,2,2,25,22,11,1
1410,2000002411509131,74,4,4,44,27,9,1
1412,2000002411510198,72,5,5,38,26,18,1
1413,2000002411522073,72,10,9,34,30,5,1
1414,2000002411522599,73,5,3,25,15,8,1
1415,2000002411522746,51,0,0,0,0,0,1
1417,2000002411528080,53,6,3,36,35,14,1
1418,2000002411528189,91,6,5,34,24,11,1
1419,2000002411531162,77,2,2,0,0,0,1
1421,2000002411533344,63,2,2,31,19,8,1
1423,2000002411536463,66,2,2,25,24,12,1
1424,2000002411539812,54,3,2,27,18,1,1
1425,2000002412341390,65,4,4,36,27,2,1
1426,2000002412569777,69,3,3,82,33,7,1
1427,2000002412570005,77,2,2,43,31,7,1
1429,2000002412802032,78,2,2,31,20,7,1
1430,2000002412841492,50,3,3,34,23,8,1
1431,2000002413324777,82,3,1,44,31,5,1
1432,2000002413897648,75,7,6,52,69,14,1
1435,2000002413903746,65,3,1,48,30,1,1
1437,2000002413905593,74,3,4,95,36,3,1
1438,2000002413995585,61,2,2,23,15,6,1
1441,2000002414006659,87,2,2,0,12,6,1
1443,2000002414011183,48,2,2,12,30,8,1
1444,2000002414457834,44,4,2,0,8,5,1
1445,2000002414995240,90,0,0,0,0,0,1
1446,2000002414998517,79,1,0,0,1,0,1
1447,2000002414999260,61,4,4,31,20,9,1
1448,2000002415004770,60,4,4,16,10,11,1
1449,2000002415005974,54,2,2,67,40,9,1
1452,2000002415010207,101,2,2,0,0,7,1
1454,2000002415011201,52,6,6,25,35,5,1
1457,2000002415011550,56,0,2,25,21,1,1
1458,2000002415011855,80,1,2,48,29,10,1
1459,2000002415011933,79,7,5,92,76,27,1
1460,2000002415013608,72,1,1,9,6,0,1
1462,2000002415015713,58,0,1,9,7,2,1
1463,2000002415016000,79,6,5,47,17,11,1
1465,2000002415016710,54,0,0,8,6,1,1
1466,2000002415017111,44,0,0,0,1,0,1
1468,2000002415019829,56,1,2,17,14,4,1
1469,2000002415020981,77,6,7,38,24,13,1
1470,2000002415021869,81,2,2,25,19,10,1
1471,2000002415022215,53,0,0,25,21,1,1
1475,2000002415025561,5,2,2,36,31,14,1
1476,2000002415030177,74,3,3,47,36,8,1
1477,2000002415033832,63,6,4,68,45,19,1
1479,2000002415044016,100,2,2,0,0,18,1
1480,2000002415047972,57,2,2,16,14,7,1
1481,2000002415054973,73,3,3,25,22,6,1
1483,2000002415056733,82,7,7,34,37,23,1
1484,2000002415057637,107,7,3,0,1,9,1
1488,2000002415096440,70,2,2,25,21,6,1
1490,2000002415098762,43,7,5,34,30,26,1
1491,2000002415100540,95,5,5,28,22,17,1
1492,2000002415102050,33,5,5,66,40,12,1
1495,2000002415107127,53,1,0,0,11,0,1
1496,2000002415107966,89,3,3,0,16,10,1
1497,2000002415108511,50,3,2,9,22,9,1
1498,2000002415110424,105,3,3,9,6,5,1
1500,2000002415112004,62,1,1,9,8,3,1
1501,2000002415112027,59,1,1,29,19,6,1
1502,2000002415112977,82,4,3,53,39,5,1
1503,2000002415114674,87,0,0,0,0,0,1
1504,2000002415115656,50,3,2,57,23,5,1
1505,2000002415116215,53,0,2,34,25,10,1
1506,2000002415116764,46,2,3,48,29,1,1
1509,2000002415118313,82,2,2,44,15,8,1
1510,2000002415119334,61,3,3,66,35,8,1
1511,2000002415121181,54,2,2,30,21,9,1
1512,2000002415121918,67,0,3,35,30,10,1
1513,2000002415122387,71,3,3,43,31,9,1
1514,2000002415122735,71,1,1,25,18,3,1
1515,2000002415125192,69,0,2,46,23,6,1
1516,2000002415125751,0,3,3,34,24,5,1
1518,2000002415132784,93,6,5,56,37,7,1
1519,2000002415133399,60,3,3,17,12,6,1
1520,2000002415133622,75,0,0,0,0,0,1
1521,2000002415136465,82,4,4,0,0,16,1
1522,2000002415137039,74,4,4,34,25,20,1
1523,2000002415139767,70,3,3,37,25,10,1
1524,2000002415152632,52,0,0,0,0,0,1
1525,2000002415156492,62,1,1,4,4,0,1
1526,2000002415158738,79,2,2,25,18,4,1
1527,2000002415159405,90,7,6,25,19,6,1
1528,2000002415350898,65,5,5,25,21,6,1
1529,2000002415539961,65,7,6,50,35,9,1
1533,2000002417096811,62,1,1,35,18,2,1
1536,2000002417800980,53,2,2,75,30,3,1
1537,2000002417803227,76,2,2,43,22,6,1
1539,2000002417804500,78,3,3,68,33,12,1
1540,2000002417805225,62,2,2,34,26,6,1
1541,2000002417896098,57,4,1,36,20,1,1
1542,2000002417896543,0,4,4,26,22,2,1
1543,2000002417896834,73,1,1,22,15,2,1
1546,2000002417899834,65,3,3,25,19,6,1
1548,2000002417904254,77,2,1,74,25,0,1
1549,2000002417905689,61,6,5,54,41,15,1
1554,2000002419510326,64,1,0,24,9,0,1
1555,2000002419517939,56,2,2,46,21,11,1
1557,2000002419522022,58,5,5,34,28,6,1
1559,2000002419532865,66,3,3,117,46,11,1
1560,2000002419546830,79,10,8,35,29,16,1
1561,2000002419548215,79,8,7,34,28,10,1
1565,2000002419563249,80,4,4,42,29,11,1
1566,2000002419563966,32,3,0,9,5,0,1
1567,2000002419564020,46,2,2,0,10,6,1
1568,2000002419564823,85,3,3,0,1,10,1
1569,2000002419567830,68,4,4,25,22,10,1
1572,2000002419573955,71,4,4,75,50,20,1
1574,2000002419581172,78,7,7,25,23,10,1
1575,2000002419586794,53,8,8,56,28,9,1
1576,2000002419595071,76,3,3,36,24,15,1
1578,2000002419602996,53,4,4,48,28,27,1
1579,2000002419634589,90,5,1,60,32,1,1
1580,2000002419639678,77,2,2,9,11,5,1
1581,2000002419639880,48,4,2,17,15,8,1
1582,2000002419640293,74,11,8,34,47,7,1
1583,2000002419640533,16,4,4,35,28,4,1
1584,2000002419647285,67,3,3,17,12,8,1
1585,2000002419647665,57,4,4,40,24,8,1
1588,2000002419662990,66,0,0,0,0,0,1
1589,2000002419664213,43,9,9,34,42,24,1
1590,2000002419664564,52,0,0,9,7,0,1
1591,2000002419668019,67,3,3,122,61,7,1
1592,2000002419668889,41,7,3,22,28,19,1
1593,2000002419668965,85,2,2,38,24,7,1
1594,2000002419669254,90,9,6,68,34,12,1
1595,2000002419671279,62,5,5,42,33,11,1
1596,2000002419671761,77,8,7,34,28,2,1
1600,2000002419684879,109,0,0,0,0,0,1
1601,2000002419687337,65,4,3,0,0,0,1
1606,2000002420466083,43,9,9,13,25,12,1
1607,2000002420496741,61,4,4,76,19,9,1
1611,2000002420998676,80,3,3,0,0,0,1
1612,2000002420999536,44,2,2,25,22,6,1
1613,2000002421001225,70,3,3,34,26,6,1
1614,2000002421004459,75,5,5,35,31,14,1
1616,2000002421007299,74,3,3,48,36,1,1
1617,2000002421009033,55,4,4,91,27,7,1
1618,2000002421011437,96,2,2,25,18,9,1
1619,2000002421015693,70,3,3,61,31,7,1
1622,2000002421029549,58,5,5,34,23,3,1
1624,2000002421033216,2,6,6,80,46,19,1
1625,2000002421034367,75,8,7,50,29,0,1
1628,2000002421067251,41,5,3,14,32,12,1
1629,2000002421067623,91,0,0,0,0,0,1
1630,2000002421068529,79,9,8,36,28,8,1
1631,2000002421072811,59,2,2,31,21,5,1
1632,2000002421073361,38,5,5,70,53,1,1
1633,2000002421073630,77,4,4,0,16,7,1
1634,2000002421075414,46,9,7,21,25,30,1
1635,2000002421077999,55,8,6,38,24,18,1
1636,2000002421081339,43,0,0,0,0,0,1
1637,2000002421082252,50,3,3,34,28,8,1
1638,2000002421082282,80,2,2,17,13,4,1
1639,2000002421082562,61,5,5,413,129,17,1
1640,2000002421082917,45,3,3,25,25,7,1
1642,2000002421083434,61,4,4,46,35,8,1
1644,2000002421086002,67,5,5,34,24,7,1
1645,2000002421086626,48,2,2,17,14,7,1
1647,2000002421093271,68,1,2,25,18,6,1
1648,2000002421096201,85,2,2,17,14,5,1
1650,2000002421098767,79,7,7,43,32,0,1
1651,2000002421099597,50,10,10,34,72,54,1
1652,2000002421100028,76,7,6,64,36,15,1
1653,2000002421101420,61,3,3,34,24,21,1
1654,2000002421102615,53,4,3,48,27,8,1
1655,2000002421102737,38,2,2,23,16,4,1
